"state","pollster","size","date","candidate","percentage"
"","Morning Consult",12000,"8/10/20 23:48","Biden",51
"","Morning Consult",12000,"8/10/20 23:48","Trump",42
"Arizona","OnMessage Inc.",400,"8/18/20 16:40","Biden",48
"Arizona","OnMessage Inc.",400,"8/18/20 16:40","Trump",51
"Florida","OnMessage Inc.",400,"8/18/20 16:40","Biden",49
"Florida","OnMessage Inc.",400,"8/18/20 16:40","Trump",49
"Pennsylvania","OnMessage Inc.",400,"8/18/20 16:40","Biden",50
"Pennsylvania","OnMessage Inc.",400,"8/18/20 16:40","Trump",46
"Wisconsin","OnMessage Inc.",400,"8/18/20 16:40","Biden",47
"Wisconsin","OnMessage Inc.",400,"8/18/20 16:40","Trump",47
"Michigan","GQR Research (GQRR)",1245,"8/18/20 14:21","Biden",52
"Michigan","GQR Research (GQRR)",1245,"8/18/20 14:21","Trump",43
"","Rasmussen Reports/Pulse Opinion Research",2500,"8/5/20 11:44","Biden",48
"","Rasmussen Reports/Pulse Opinion Research",2500,"8/5/20 11:44","Trump",45
"","Morning Consult",12000,"8/10/20 23:48","Biden",51
"","Morning Consult",12000,"8/10/20 23:48","Trump",42
"Iowa","Monmouth University",401,"8/5/20 11:02","Biden",45
"Iowa","Monmouth University",401,"8/5/20 11:02","Trump",48
"Iowa","Monmouth University",401,"8/5/20 11:02","Jorgensen",3
"Iowa","Monmouth University",401,"8/5/20 11:02","Biden",46
"Iowa","Monmouth University",401,"8/5/20 11:02","Trump",48
"Iowa","Monmouth University",401,"8/5/20 11:02","Jorgensen",2
"Iowa","Monmouth University",401,"8/5/20 11:02","Biden",47
"Iowa","Monmouth University",401,"8/5/20 11:02","Trump",47
"Iowa","Monmouth University",401,"8/5/20 11:02","Jorgensen",2
"Kentucky","Quinnipiac University",909,"8/6/20 14:04","Biden",41
"Kentucky","Quinnipiac University",909,"8/6/20 14:04","Trump",50
"Maine","Quinnipiac University",807,"8/6/20 14:04","Biden",52
"Maine","Quinnipiac University",807,"8/6/20 14:04","Trump",37
"Maine CD-1","Quinnipiac University",392,"8/6/20 14:04","Biden",61
"Maine CD-1","Quinnipiac University",392,"8/6/20 14:04","Trump",30
"Maine CD-2","Quinnipiac University",382,"8/6/20 14:04","Biden",44
"Maine CD-2","Quinnipiac University",382,"8/6/20 14:04","Trump",45
"South Carolina","Quinnipiac University",914,"8/6/20 14:04","Biden",42
"South Carolina","Quinnipiac University",914,"8/6/20 14:04","Trump",47
"Ohio","TargetSmart/William & Mary",1249,"8/24/20 10:01","Biden",47
"Ohio","TargetSmart/William & Mary",1249,"8/24/20 10:01","Trump",46
"Montana","Emerson College",584,"8/3/20 11:58","Biden",45.51
"Montana","Emerson College",584,"8/3/20 11:58","Trump",54.49
"","Morning Consult",11568,"8/4/20 6:58","Biden",51
"","Morning Consult",11568,"8/4/20 6:58","Trump",42
"","Pew Research Center",9114,"8/13/20 14:16","Biden",53
"","Pew Research Center",9114,"8/13/20 14:16","Trump",45
"Maine","RMG Research",500,"8/10/20 13:06","Biden",50
"Maine","RMG Research",500,"8/10/20 13:06","Trump",39
"Alabama","Morning Consult",609,"8/4/20 6:20","Biden",36
"Alabama","Morning Consult",609,"8/4/20 6:20","Trump",58
"Kentucky","Morning Consult",793,"8/4/20 6:20","Biden",35
"Kentucky","Morning Consult",793,"8/4/20 6:20","Trump",59
"South Carolina","Morning Consult",741,"8/4/20 6:21","Biden",44
"South Carolina","Morning Consult",741,"8/4/20 6:21","Trump",49
"Texas","Morning Consult",2576,"8/4/20 6:21","Biden",47
"Texas","Morning Consult",2576,"8/4/20 6:21","Trump",46
"Indiana","Morning Consult",900,"8/5/20 16:37","Biden",38
"Indiana","Morning Consult",900,"8/5/20 16:37","Trump",55
"Arizona","Data for Progress",1215,"8/6/20 8:00","Biden",45
"Arizona","Data for Progress",1215,"8/6/20 8:00","Trump",43
"Arizona","Data for Progress",1215,"8/6/20 8:00","Jorgensen",2
"Arizona","Data for Progress",1215,"8/6/20 8:00","Hawkins",1
"Arizona","Data for Progress",1215,"8/6/20 8:00","Biden",47
"Arizona","Data for Progress",1215,"8/6/20 8:00","Trump",44
"Iowa","Data for Progress",1101,"8/6/20 8:00","Biden",42
"Iowa","Data for Progress",1101,"8/6/20 8:00","Trump",44
"Iowa","Data for Progress",1101,"8/6/20 8:00","Jorgensen",3
"Iowa","Data for Progress",1101,"8/6/20 8:00","Hawkins",1
"Iowa","Data for Progress",1101,"8/6/20 8:00","Biden",45
"Iowa","Data for Progress",1101,"8/6/20 8:00","Trump",46
"Maine","Data for Progress",866,"8/6/20 8:00","Biden",49
"Maine","Data for Progress",866,"8/6/20 8:00","Trump",42
"Maine","Data for Progress",866,"8/6/20 8:00","Jorgensen",1
"Maine","Data for Progress",866,"8/6/20 8:00","Hawkins",1
"Maine","Data for Progress",866,"8/6/20 8:00","Biden",53
"Maine","Data for Progress",866,"8/6/20 8:00","Trump",43
"North Carolina","Data for Progress",1170,"8/6/20 8:00","Biden",46
"North Carolina","Data for Progress",1170,"8/6/20 8:00","Trump",44
"North Carolina","Data for Progress",1170,"8/6/20 8:00","Jorgensen",2
"North Carolina","Data for Progress",1170,"8/6/20 8:00","Hawkins",1
"North Carolina","Data for Progress",1170,"8/6/20 8:00","Biden",49
"North Carolina","Data for Progress",1170,"8/6/20 8:00","Trump",45
"","Morning Consult",12000,"8/4/20 6:58","Biden",50
"","Morning Consult",12000,"8/4/20 6:58","Trump",43
"Utah","RMG Research",1000,"8/7/20 0:03","Biden",31
"Utah","RMG Research",1000,"8/7/20 0:03","Trump",50
"Utah","RMG Research",1000,"8/7/20 0:03","Jorgensen",3
"Utah","RMG Research",1000,"8/7/20 0:03","Hawkins",1
"Iowa","David Binder Research",200,"8/6/20 11:52","Biden",49
"Iowa","David Binder Research",200,"8/6/20 11:52","Trump",43
"Michigan","David Binder Research",200,"8/6/20 11:52","Biden",51
"Michigan","David Binder Research",200,"8/6/20 11:52","Trump",41
"Minnesota","David Binder Research",200,"8/6/20 11:52","Biden",54
"Minnesota","David Binder Research",200,"8/6/20 11:52","Trump",36
"Wisconsin","David Binder Research",200,"8/6/20 11:52","Biden",53
"Wisconsin","David Binder Research",200,"8/6/20 11:52","Trump",42
"North Carolina","Public Policy Polling",934,"8/10/20 22:48","Biden",49
"North Carolina","Public Policy Polling",934,"8/10/20 22:48","Trump",46
"","Morning Consult",12000,"8/4/20 6:58","Biden",50
"","Morning Consult",12000,"8/4/20 6:58","Trump",43
"North Carolina","YouGov",1129,"8/2/20 10:34","Biden",48
"North Carolina","YouGov",1129,"8/2/20 10:34","Trump",44
"Georgia","YouGov",1109,"8/2/20 10:34","Biden",46
"Georgia","YouGov",1109,"8/2/20 10:34","Trump",45
"Georgia","HIT Strategies",400,"8/10/20 17:11","Biden",44
"Georgia","HIT Strategies",400,"8/10/20 17:11","Trump",40
"North Carolina","HIT Strategies",400,"8/10/20 17:12","Biden",47
"North Carolina","HIT Strategies",400,"8/10/20 17:12","Trump",37
"","Emerson College",964,"7/31/20 15:14","Biden",53.25
"","Emerson College",964,"7/31/20 15:14","Trump",46.75
"Oklahoma","DFM Research",572,"8/6/20 10:08","Biden",36
"Oklahoma","DFM Research",572,"8/6/20 10:08","Trump",56
"","YouGov",1088,"7/31/20 10:58","Biden",49
"","YouGov",1088,"7/31/20 10:58","Trump",40
"","Morning Consult",12000,"8/4/20 6:58","Biden",50
"","Morning Consult",12000,"8/4/20 6:58","Trump",43
"Hawaii","MRG Research",975,"8/5/20 8:15","Biden",56
"Hawaii","MRG Research",975,"8/5/20 8:15","Trump",29
"Iowa","RMG Research",500,"8/6/20 18:08","Biden",40
"Iowa","RMG Research",500,"8/6/20 18:08","Trump",41
"Michigan","EPIC-MRA",600,"8/7/20 6:47","Biden",51
"Michigan","EPIC-MRA",600,"8/7/20 6:47","Trump",40
"Michigan","EPIC-MRA",600,"8/7/20 6:47","Jorgensen",3
"Michigan","Public Policy Polling",876,"8/3/20 16:34","Biden",49
"Michigan","Public Policy Polling",876,"8/3/20 16:34","Trump",43
"","Morning Consult",12000,"8/4/20 6:58","Biden",50
"","Morning Consult",12000,"8/4/20 6:58","Trump",43
"Kentucky","Bluegrass Voters Coalition",3020,"8/5/20 15:55","Biden",45
"Kentucky","Bluegrass Voters Coalition",3020,"8/5/20 15:55","Trump",52
"","Data for Progress",891,"7/31/20 8:52","Biden",50.88
"","Data for Progress",891,"7/31/20 8:52","Trump",43.2
"","Data for Progress",794,"7/31/20 8:52","Biden",51.75
"","Data for Progress",794,"7/31/20 8:52","Trump",42.38
"","Ipsos",1115,"7/29/20 6:07","Biden",57
"","Ipsos",1115,"7/29/20 6:07","Trump",43
"","Ipsos",947,"7/29/20 6:07","Biden",57
"","Ipsos",947,"7/29/20 6:07","Trump",43
"","YouGov",1260,"7/29/20 9:31","Biden",49
"","YouGov",1260,"7/29/20 9:31","Trump",40
"","Morning Consult",12000,"8/4/20 6:58","Biden",51
"","Morning Consult",12000,"8/4/20 6:58","Trump",42
"","IBD/TIPP",1160,"7/30/20 12:09","Biden",48
"","IBD/TIPP",1160,"7/30/20 12:09","Trump",41
"","Optimus",1039,"7/29/20 16:21","Biden",38.5
"","Optimus",1039,"7/29/20 16:21","Trump",31.1
"","Optimus",914,"7/29/20 16:22","Biden",47.5
"","Optimus",914,"7/29/20 16:22","Trump",40.4
"","Rasmussen Reports/Pulse Opinion Research",2500,"7/29/20 11:50","Biden",48
"","Rasmussen Reports/Pulse Opinion Research",2500,"7/29/20 11:50","Trump",42
"New Hampshire","University of New Hampshire",1893,"7/30/20 12:10","Biden",53
"New Hampshire","University of New Hampshire",1893,"7/30/20 12:10","Trump",40
"","Morning Consult",12000,"8/4/20 6:58","Biden",51
"","Morning Consult",12000,"8/4/20 6:58","Trump",42
"Georgia","Monmouth University",402,"7/29/20 11:04","Biden",47
"Georgia","Monmouth University",402,"7/29/20 11:04","Trump",47
"Georgia","Monmouth University",402,"7/29/20 11:04","Jorgensen",3
"Georgia","Monmouth University",402,"7/29/20 11:04","Biden",47
"Georgia","Monmouth University",402,"7/29/20 11:04","Trump",48
"Georgia","Monmouth University",402,"7/29/20 11:04","Jorgensen",2
"Georgia","Monmouth University",402,"7/29/20 11:04","Biden",46
"Georgia","Monmouth University",402,"7/29/20 11:04","Trump",49
"Georgia","Monmouth University",402,"7/29/20 11:04","Jorgensen",2
"","Fox News/Beacon Research/Shaw & Co. Research",1504,"8/3/20 18:30","Biden",48
"","Fox News/Beacon Research/Shaw & Co. Research",1504,"8/3/20 18:30","Trump",41
"Washington","SurveyUSA",534,"7/28/20 18:39","Biden",62
"Washington","SurveyUSA",534,"7/28/20 18:39","Trump",28
"Wisconsin","Hodas & Associates",600,"8/5/20 5:36","Biden",52.1
"Wisconsin","Hodas & Associates",600,"8/5/20 5:36","Trump",37.9
"California","University of California, Berkeley",6756,"8/4/20 8:18","Biden",67
"California","University of California, Berkeley",6756,"8/4/20 8:18","Trump",28
"","YouGov Blue/Data for Progress",1059,"8/12/20 12:34","Biden",51
"","YouGov Blue/Data for Progress",1059,"8/12/20 12:34","Trump",45
"","Morning Consult",12235,"7/28/20 7:00","Biden",51
"","Morning Consult",12235,"7/28/20 7:00","Trump",43
"","Change Research",1039,"7/29/20 5:35","Biden",51
"","Change Research",1039,"7/29/20 5:35","Trump",42
"","Change Research",1039,"7/29/20 5:35","Jorgensen",2
"","Change Research",1039,"7/29/20 5:35","Hawkins",1
"Arizona","Change Research",365,"7/29/20 5:35","Biden",47
"Arizona","Change Research",365,"7/29/20 5:35","Trump",45
"Florida","Change Research",685,"7/29/20 5:35","Biden",48
"Florida","Change Research",685,"7/29/20 5:35","Trump",45
"Michigan","Change Research",413,"7/29/20 5:35","Biden",46
"Michigan","Change Research",413,"7/29/20 5:35","Trump",42
"North Carolina","Change Research",284,"7/29/20 5:35","Biden",49
"North Carolina","Change Research",284,"7/29/20 5:35","Trump",46
"Pennsylvania","Change Research",382,"7/29/20 5:35","Biden",48
"Pennsylvania","Change Research",382,"7/29/20 5:35","Trump",46
"Wisconsin","Change Research",392,"7/29/20 5:35","Biden",48
"Wisconsin","Change Research",392,"7/29/20 5:35","Trump",43
"Pennsylvania","Franklin & Marshall College",667,"7/30/20 6:35","Biden",50
"Pennsylvania","Franklin & Marshall College",667,"7/30/20 6:35","Trump",41
"Arizona","Morning Consult",908,"7/28/20 6:43","Biden",49
"Arizona","Morning Consult",908,"7/28/20 6:43","Trump",42
"Colorado","Morning Consult",616,"7/28/20 6:44","Biden",52
"Colorado","Morning Consult",616,"7/28/20 6:44","Trump",39
"Florida","Morning Consult",3760,"7/28/20 6:44","Biden",49
"Florida","Morning Consult",3760,"7/28/20 6:44","Trump",46
"Georgia","Morning Consult",1337,"7/28/20 6:44","Biden",47
"Georgia","Morning Consult",1337,"7/28/20 6:44","Trump",46
"Michigan","Morning Consult",1320,"7/28/20 6:44","Biden",52
"Michigan","Morning Consult",1320,"7/28/20 6:44","Trump",42
"Minnesota","Morning Consult",662,"7/28/20 6:44","Biden",47
"Minnesota","Morning Consult",662,"7/28/20 6:44","Trump",44
"North Carolina","Morning Consult",1504,"7/28/20 6:44","Biden",47
"North Carolina","Morning Consult",1504,"7/28/20 6:44","Trump",47
"Ohio","Morning Consult",1741,"7/28/20 6:44","Biden",45
"Ohio","Morning Consult",1741,"7/28/20 6:44","Trump",48
"Pennsylvania","Morning Consult",2092,"7/28/20 6:44","Biden",50
"Pennsylvania","Morning Consult",2092,"7/28/20 6:44","Trump",42
"Texas","Morning Consult",2685,"7/28/20 6:44","Biden",47
"Texas","Morning Consult",2685,"7/28/20 6:44","Trump",45
"Virginia","Morning Consult",1156,"7/28/20 6:44","Biden",52
"Virginia","Morning Consult",1156,"7/28/20 6:44","Trump",41
"Wisconsin","Morning Consult",809,"7/28/20 6:44","Biden",50
"Wisconsin","Morning Consult",809,"7/28/20 6:44","Trump",43
"","RMG Research",1200,"7/27/20 14:32","Biden",45
"","RMG Research",1200,"7/27/20 14:32","Trump",37
"","RMG Research",1200,"7/27/20 14:32","Jorgensen",2
"","RMG Research",1200,"7/27/20 14:32","Hawkins",1
"Minnesota","Trafalgar Group",1129,"7/27/20 15:18","Biden",49.2
"Minnesota","Trafalgar Group",1129,"7/27/20 15:18","Trump",44.2
"Minnesota","Trafalgar Group",1129,"7/27/20 15:18","Jorgensen",1.7
"","Morning Consult",12000,"7/28/20 7:00","Biden",50
"","Morning Consult",12000,"7/28/20 7:00","Trump",42
"Alaska","Public Policy Polling",885,"7/28/20 12:34","Biden",44
"Alaska","Public Policy Polling",885,"7/28/20 12:34","Trump",50
"Colorado","Public Policy Polling",891,"7/28/20 12:34","Biden",54
"Colorado","Public Policy Polling",891,"7/28/20 12:34","Trump",41
"Georgia","Public Policy Polling",722,"7/28/20 12:34","Biden",46
"Georgia","Public Policy Polling",722,"7/28/20 12:34","Trump",45
"Iowa","Public Policy Polling",1118,"7/28/20 12:34","Biden",47
"Iowa","Public Policy Polling",1118,"7/28/20 12:34","Trump",48
"Maine","Public Policy Polling",962,"7/28/20 12:34","Biden",53
"Maine","Public Policy Polling",962,"7/28/20 12:34","Trump",42
"Montana","Public Policy Polling",917,"7/28/20 12:34","Biden",45
"Montana","Public Policy Polling",917,"7/28/20 12:34","Trump",50
"North Carolina","Public Policy Polling",884,"7/28/20 12:34","Biden",49
"North Carolina","Public Policy Polling",884,"7/28/20 12:34","Trump",46
"Pennsylvania","Gravis Marketing",1006,"7/25/20 8:49","Biden",48
"Pennsylvania","Gravis Marketing",1006,"7/25/20 8:49","Trump",45
"","Morning Consult",12000,"7/28/20 7:00","Biden",51
"","Morning Consult",12000,"7/28/20 7:00","Trump",42
"North Carolina","Cardinal Point Analytics (CardinalGPS)",735,"7/30/20 6:29","Biden",46.8
"North Carolina","Cardinal Point Analytics (CardinalGPS)",735,"7/30/20 6:29","Trump",48.4
"North Carolina","Cardinal Point Analytics (CardinalGPS)",735,"7/30/20 6:29","Jorgensen",1.2
"","YouGov",1401,"7/26/20 9:35","Biden",51
"","YouGov",1401,"7/26/20 9:35","Trump",41
"Michigan","YouGov",1156,"7/26/20 9:35","Biden",48
"Michigan","YouGov",1156,"7/26/20 9:35","Trump",42
"Ohio","YouGov",1211,"7/26/20 9:35","Biden",45
"Ohio","YouGov",1211,"7/26/20 9:35","Trump",46
"Michigan","Redfield & Wilton Strategies",811,"7/30/20 8:38","Biden",49
"Michigan","Redfield & Wilton Strategies",811,"7/30/20 8:38","Trump",37
"Michigan","Redfield & Wilton Strategies",811,"7/30/20 8:38","Jorgensen",1
"Michigan","Redfield & Wilton Strategies",811,"7/30/20 8:38","Hawkins",1
"Wisconsin","Redfield & Wilton Strategies",742,"7/30/20 8:38","Biden",45
"Wisconsin","Redfield & Wilton Strategies",742,"7/30/20 8:38","Trump",35
"Wisconsin","Redfield & Wilton Strategies",742,"7/30/20 8:38","Jorgensen",2
"Wisconsin","Redfield & Wilton Strategies",742,"7/30/20 8:38","Hawkins",0
"Wisconsin","Redfield & Wilton Strategies",742,"7/30/20 8:38","West",2
"Arizona","SSRS",873,"7/26/20 8:09","Biden",49
"Arizona","SSRS",873,"7/26/20 8:09","Trump",45
"Florida","SSRS",880,"7/26/20 8:09","Biden",51
"Florida","SSRS",880,"7/26/20 8:09","Trump",46
"Michigan","SSRS",927,"7/26/20 8:09","Biden",52
"Michigan","SSRS",927,"7/26/20 8:09","Trump",40
"Maine","Colby College",888,"7/28/20 15:40","Biden",50
"Maine","Colby College",888,"7/28/20 15:40","Trump",38
"Maine CD-1","Colby College",425,"7/28/20 15:40","Biden",55
"Maine CD-1","Colby College",425,"7/28/20 15:40","Trump",35
"Maine CD-2","Colby College",449,"7/28/20 15:40","Biden",45
"Maine CD-2","Colby College",449,"7/28/20 15:40","Trump",42
"Minnesota","Public Policy Polling",1218,"7/31/20 7:19","Biden",52
"Minnesota","Public Policy Polling",1218,"7/31/20 7:19","Trump",42
"","Harris Insights & Analytics",1932,"7/27/20 12:58","Biden",55
"","Harris Insights & Analytics",1932,"7/27/20 12:58","Trump",45
"","Harris Insights & Analytics",1786,"7/29/20 17:57","Biden",55
"","Harris Insights & Analytics",1786,"7/29/20 17:57","Trump",45
"","Morning Consult",12000,"7/28/20 7:00","Biden",51
"","Morning Consult",12000,"7/28/20 7:00","Trump",42
"","Zogby Interactive/JZ Analytics",1516,"7/29/20 8:35","Biden",44
"","Zogby Interactive/JZ Analytics",1516,"7/29/20 8:35","Trump",40
"","Zogby Interactive/JZ Analytics",1516,"7/29/20 8:35","Jorgensen",5
"","Zogby Interactive/JZ Analytics",1516,"7/29/20 8:35","Hawkins",2
"Florida","Zogby Interactive/JZ Analytics",811,"8/5/20 9:34","Biden",43
"Florida","Zogby Interactive/JZ Analytics",811,"8/5/20 9:34","Trump",43
"Florida","Zogby Interactive/JZ Analytics",811,"8/5/20 9:34","Jorgensen",3
"Florida","Zogby Interactive/JZ Analytics",811,"8/5/20 9:34","Hawkins",2
"Ohio","Zogby Interactive/JZ Analytics",805,"8/5/20 9:34","Biden",43
"Ohio","Zogby Interactive/JZ Analytics",805,"8/5/20 9:34","Trump",41
"Ohio","Zogby Interactive/JZ Analytics",805,"8/5/20 9:34","Jorgensen",4
"Ohio","Zogby Interactive/JZ Analytics",805,"8/5/20 9:34","Hawkins",1
"Pennsylvania","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Biden",44
"Pennsylvania","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Trump",43
"Pennsylvania","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Jorgensen",4
"Pennsylvania","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Hawkins",2
"North Carolina","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Biden",44
"North Carolina","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Trump",40
"North Carolina","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Jorgensen",4
"North Carolina","Zogby Interactive/JZ Analytics",809,"8/5/20 9:34","Hawkins",2
"Florida","Mason-Dixon Polling & Strategy",625,"7/30/20 6:26","Biden",50
"Florida","Mason-Dixon Polling & Strategy",625,"7/30/20 6:26","Trump",46
"Arizona","Redfield & Wilton Strategies",858,"7/30/20 8:37","Biden",46
"Arizona","Redfield & Wilton Strategies",858,"7/30/20 8:37","Trump",38
"Arizona","Redfield & Wilton Strategies",858,"7/30/20 8:37","Jorgensen",2
"Arizona","Redfield & Wilton Strategies",858,"7/30/20 8:37","Hawkins",1
"Arizona","Redfield & Wilton Strategies",858,"7/30/20 8:37","West",2
"Wisconsin","Gravis Marketing",796,"7/24/20 11:50","Biden",50
"Wisconsin","Gravis Marketing",796,"7/24/20 11:50","Trump",42
"Michigan","Gravis Marketing",754,"7/24/20 12:42","Biden",51
"Michigan","Gravis Marketing",754,"7/24/20 12:42","Trump",42
"","Morning Consult",12000,"7/28/20 7:20","Biden",51
"","Morning Consult",12000,"7/28/20 7:20","Trump",42
"","Echelon Insights",1000,"7/24/20 16:40","Biden",53
"","Echelon Insights",1000,"7/24/20 16:40","Trump",38
"","Echelon Insights",1000,"7/24/20 16:40","Biden",50
"","Echelon Insights",1000,"7/24/20 16:40","Trump",37
"","Echelon Insights",1000,"7/24/20 16:40","Jorgensen",3
"","Echelon Insights",1000,"7/24/20 16:40","Hawkins",1
"Pennsylvania","Hodas & Associates",600,"8/5/20 5:36","Biden",50.83
"Pennsylvania","Hodas & Associates",600,"8/5/20 5:36","Trump",44.67
"Nebraska CD-1","Strategies 360",400,"8/10/20 9:20","Biden",46
"Nebraska CD-1","Strategies 360",400,"8/10/20 9:20","Trump",48
"Arizona","Marist College",826,"7/26/20 8:58","Biden",50
"Arizona","Marist College",826,"7/26/20 8:58","Trump",45
"North Carolina","Marist College",882,"7/27/20 6:43","Biden",51
"North Carolina","Marist College",882,"7/27/20 6:43","Trump",44
"","Data for Progress",739,"7/24/20 8:53","Biden",49.16
"","Data for Progress",739,"7/24/20 8:53","Trump",43.28
"","Data for Progress",652,"7/24/20 8:53","Biden",49.78
